"tract","Name","Household_Income_at_Age_35_rP_gP_pall"
36119014809,"Yorktown Heights, NY",74311
27053026018,"Eden Prairie, MN",74308
25009216100,"Wenham, MA",74306
29189215400,"St. Louis, MO",74302
48085031646,"Plano, TX",74300
34025810001,"Manalapan Township, NJ",74299
21227010400,"Bowling Green, KY",74293
36119007500,"Rye, NY",74289
25009253203,"North Andover, MA",74286
25027742401,"Westborough, MA",74279
36119014901,"Katonah, NY",74269
36087012600,"Pearl River, NY",74267
34023008601,"Princeton, NJ",74264
6085507701,"Cupertino, CA",74261
13121010107,"Sandy Springs, GA",74258
42045407805,"Springfield, PA",74257
55079140100,"Greendale, WI",74250
20091053423,"Brookhighland, Overland Park, KS",74239
34035052603,"Basking Ridge, Bernards, NJ",74238
42091201800,"Jenkintown, PA",74235
6037261200,"Beverly Glen, Los Angeles, CA",74235
51059492203,"Fairfax Station, VA",74232
51059482504,"Herndon, VA",74209
48113013300,"North Dallas, Dallas, TX",74204
36081099703,"Queens County, NY",74192
51059415700,"Alexandria, VA",74188
37067003908,"Winston-Salem, NC",74187
6013352102,"Moraga, CA",74182
26163556400,"Livonia, MI",74172
17097866200,"Mettawa, IL",74170
36119012400,"Pound Ridge, NY",74147
25017338300,"Winchester, MA",74144
39061024322,"Cincinnati, OH",74137
17097864522,"Riverwoods, IL",74098
9001030200,"Darien, CT",74094
51059432500,"Springfield, VA",74084
8005005622,"Columbine Valley, CO",74071
17043842711,"Wheaton, IL",74061
24031700604,"Gaithersburg, MD",74058
34003035100,"Montvale, NJ",74053
26161415800,"Bryant Pattengill West, Ann Arbor, MI",74048
34025810003,"Yorketown, Manalapan Township, NJ",74048
26125196400,"Troy, MI",74034
17031820101,"Indian Head Park, IL",74032
13135050322,"Norcross, GA",74010
48491020106,"Berry Creek, Georgetown, TX",74005
39153534100,"Hudson, OH",74003
39107967900,"Saint Henry, OH",74001
17031824122,"Tinley Park, IL",73987
34037373300,"Sparta Township, NJ",73984
34027042100,"Whippany, Hanover, NJ",73984
25017358500,"Lexington, MA",73966
17097864802,"Deerfield, IL",73962
6085503332,"Evergreen, San Jose, CA",73955
48439113634,"Colleyville, TX",73951
38053962300,"Watford City, ND",73944
17113000505,"Bloomington, IL",73934
51059491502,"Chantilly, VA",73921
34027041902,"East Hanover, NJ",73916
42003412002,"Pittsburgh, PA",73911
36059407600,"Westbury, NY",73908
51059430101,"Fairfax, VA",73900
9003496400,"West Hartford, CT",73894
17031801400,"Glenview, IL",73879
36059301200,"Port Washington, NY",73877
36093032102,"Schenectady County, NY",73873
36059517600,"Glen Head, NY",73865
36059415600,"Wantagh, NY",73861
17031801701,"Techny, Northbrook, IL",73860
34013019400,"Maplewood, NJ",73859
42017105012,"Southampton, PA",73854
44003020903,"East Greenwich, RI",73853
25017365202,"Sudbury, MA",73850
36059410100,"Malverne, NY",73849
34035053803,"Somerset County, NJ",73849
34027043900,"Chatham Township, NJ",73838
36081150702,"Queens County, NY",73832
36103112214,"Huntington Station, NY",73825
36103111802,"East Northport, NY",73822
24031705901,"Bethesda, MD",73822
6085507301,"Saratoga, CA",73821
6085511702,"Country Club, Los Altos, CA",73816
25021416400,"Milton, MA",73800
22093040300,"Paulina, LA",73796
34025801300,"Red Bank, NJ",73785
34007607504,"Voorhees Township, NJ",73783
10003011700,"Wilmington, DE",73767
48453001604,"Tarrytown, Austin, TX",73764
34007606200,"Haddonfield, NJ",73759
17197880304,"Naperville, IL",73756
6001442100,"Kimber - Gomes, Fremont, CA",73740
42045409802,"Strafford, PA",73734
13121009900,"Buckhead, Atlanta, GA",73726
24005408502,"Lutherville, Lutherville-Timonium, MD",73715
17031824107,"Orland Park, IL",73712
39035184103,"Solon, OH",73706
48201540901,"Hearthstone, Houston, TX",73699
42101980200,"Northeast Philadelphia, Philadelphia, PA",73697
29189221201,"St. Louis, MO",73693
13089021213,"Dunwoody, GA",73690
17043846304,"Naperville, IL",73688
17097864700,"Highland Park, IL",73683
25027739500,"Shrewsbury, MA",73679
42017105013,"Richboro, PA",73653
48201454700,"Nottingham Country, Katy, TX",73652
42029300108,"Shand Tract, Devon, PA",73642
34005704008,"Evesham Township, NJ",73624
29189217851,"Chesterfield, MO",73621
48121021524,"Heritage Lakes, Frisco, TX",73620
36059413002,"Oceanside, NY",73616
6037139802,"Tarzana, Los Angeles, CA",73614
6013355113,"Danville, CA",73612
36103135209,"Hauppauge, NY",73611
39153533101,"Hudson, OH",73607
17097864904,"Deerfield, IL",73601
36059521902,"Massapequa, NY",73600
12086007806,"Pinecrest, FL",73597
25009202200,"Swampscott, MA",73596
36087012700,"Pearl River, NY",73595
48439105507,"Fort Worth, TX",73586
36059303000,"New Hyde Park, NY",73570
48201551800,"Jersey Village, TX",73567
36059303102,"New Hyde Park, NY",73557
6041123000,"Belvedere Tiburon, Belvedere, CA",73557
49011126402,"Bountiful, UT",73552
42017105509,"Yardley, PA",73547
17043846207,"Naperville, IL",73544
13067031212,"Atlanta, GA",73542
24031701409,"Burtonsville, MD",73537
24005408704,"Mays Chapel, Lutherville-Timonium, MD",73532
25021441202,"Wrentham, MA",73524
34001012602,"Linwood, NJ",73508
42003140200,"Squirrel Hill North, Pittsburgh, PA",73506
42029304405,"Downingtown, PA",73496
36059303500,"Mineola, NY",73490
42091205400,"Wynnewood, PA",73468
24031705702,"Bethesda, MD",73465
34019011304,"Flemington, NJ",73463
36103147503,"Great River, NY",73459
25023503102,"Hanover, MA",73452
8005006808,"Englewood, CO",73436
51059470800,"McLean, VA",73427
25017360200,"Lincoln, MA",73415
25017334100,"Reading, MA",73413
29095008500,"South Kansas City, Kansas City, MO",73398
42029304406,"Downingtown, PA",73394
34027040702,"Butler, NJ",73393
51059461100,"Vienna, VA",73386
39153533102,"Hudson, OH",73385
6001426200,"Piedmont, CA",73382
29189217842,"Chesterfield, MO",73382
51059470500,"McLean, VA",73381
17043846202,"Lisle, IL",73381
24031705200,"Chevy Chase, MD",73381
39049006410,"Upper Arlington, OH",73376
40143004301,"Tulsa, OK",73371
34023008602,"Princeton Meadows, NJ",73360
6081605800,"Central San Mateo, San Mateo, CA",73357
25023507103,"South Duxbury, Duxbury, MA",73343
42003474102,"Pittsburgh, PA",73318
34027040805,"Towaco, Montville, NJ",73317
19163013706,"Bettendorf, IA",73310
36059304001,"Westbury, NY",73308
36085012200,"Richmond County, NY",73303
31055007460,"Omaha, NE",73298
12099007006,"Boca Raton, FL",73294
26163550800,"Grosse Pointe Farms, MI",73285
27053026605,"Minneapolis, MN",73285
13121010002,"Buckhead, Atlanta, GA",73283
34025801100,"Middletown, NJ",73283
34025810102,"Manalapan Township, NJ",73281
29189215301,"Creve Coeur, MO",73279
13121011425,"Johns Creek, GA",73277
6013345111,"San Ramon, CA",73274
25009254301,"Andover, MA",73273
17031805106,"Arlington Heights, IL",73267
39049007041,"Northwoods, Columbus, OH",73264
26125154500,"Orchard Lake, Orchard Lake Village, MI",73252
34027041803,"Parsippany, Parsippany-Troy Hills, NJ",73240
36119012600,"Katonah, NY",73237
20091051801,"Somerset Manor, Prairie Village, KS",73236
34027045701,"Randolph, NJ",73235
25025110601,"Brook Farm, Boston, MA",73230
31055007452,"Lake Shore, Omaha, NE",73226
29189221624,"Ballwin, MO",73196
36059413804,"Baldwin, NY",73195
34003042302,"Paramus, NJ",73186
36103134703,"Northport, NY",73184
34039037000,"Cranford, NJ",73180
36059519500,"Hicksville, Hicksville, NY",73178
34027046297,"Long Valley, Washington Township, NJ",73171
39049006391,"Worthington Hills, Columbus, OH",73169
42091203208,"Blue Bell, PA",73168
9003462102,"Avon, CT",73162
36119014606,"Cortlandt, NY",73158
6085510100,"Woodland Acres - The Highlands, Los Altos, CA",73154
9003520202,"South Glastonbury, Glastonbury, CT",73148
34031124312,"Clifton, NJ",73145
6081611500,"Lindenwood, Atherton, CA",73140
26125158000,"Beverly Hills, MI",73139
36067015202,"Manlius, NY",73128
17043845100,"Clarendon Hills, IL",73128
17043844002,"Elmhurst, IL",73123
19153003100,"Westwood, Des Moines, IA",73119
34039038602,"Scotch Plains, NJ",73119
27123040707,"Shoreview, MN",73109
37119005846,"Providence Crossing, Charlotte, NC",73097
29189221627,"Chesterfield, MO",73094
34003043001,"Park Ridge, NJ",73086
24031704502,"Bethesda, MD",73085
17043846513,"Naperville, IL",73083
48157671700,"Sugar Creek, Sugar Land, TX",73079
39113040305,"Montgomery County, OH",73072
36103123600,"Amityville, NY",73066
38053962500,"Cartwright, ND",73065
32003005904,"Mesquite, NV",73064
6013390200,"El Cerrito, CA",73057
36059404400,"Floral Park, NY",73052
55025010200,"Madison, WI",73052
26163561300,"Northville, MI",73045
39041011430,"Powell, OH",73036
24031701308,"Olney, MD",73032
19049050812,"West Des Moines, IA",73030
49035104400,"Sugar House, Salt Lake City, UT",73022
36081103300,"Queens County, NY",73021
26099226100,"Shelby charter Township, MI",73020
34031246203,"Wayne, NJ",73012
9001042900,"Norwalk, CT",73010
25017365100,"Sudbury, MA",73007
47065012000,"Lookout Mountain, TN",73006
36081099701,"Queens County, NY",73003
49035114800,"Greater Avenues, Salt Lake City, UT",72994
8035014122,"Castle Pines Village, Castle Pines, CO",72988
9009160100,"Woodbridge, CT",72976
36059521802,"Massapequa Park, NY",72972
36047045800,"Kings County, NY",72970
17097864403,"Kildeer, IL",72967
6085508301,"Sunnyvale, CA",72967
25009253204,"North Andover, MA",72962
36059303302,"Williston Park, NY",72961
29189215201,"Creve Coeur, MO",72942
24005408602,"Lutherville-Timonium, MD",72928
53033006300,"Madison Park, Seattle, WA",72926
6001450701,"Pleasanton, CA",72922
36103169703,"Baiting Hollow, NY",72921
31055007446,"West Omaha, Omaha, NE",72919
36119005400,"Pelham, Village of Pelham, NY",72915
34009020201,"Ocean City, NJ",72915
51059432402,"Springfield, VA",72913
42011011102,"Wyomissing, PA",72906
36059411400,"Woodmere, NY",72905
27037060603,"Mendota Heights, MN",72895
17031820000,"Hinsdale, IL",72894
36119012102,"Thornwood, NY",72890
36103158001,"Setauket- East Setauket, NY",72888
27053026613,"Plymouth, MN",72878
17043844001,"Elmhurst, IL",72873
34013016000,"Glen Ridge, NJ",72867
6001451102,"Livermore, CA",72861
25017357400,"Belmont, MA",72860
36059407900,"East Meadow, NY",72859
28049001400,"Jackson, MS",72852
24005403500,"Pikesville, MD",72847
34027043402,"Morristown, NJ",72840
51059480503,"Herndon, VA",72835
9001055200,"Weston, CT",72833
25009203100,"Marblehead, MA",72831
36103111803,"East Northport, NY",72830
36047070201,"Kings County, NY",72830
20091053422,"St. Andrews Place, Overland Park, KS",72828
36059302900,"North New Hyde Park, NY",72828
48201554301,"Lakewood Forest, Houston, TX",72823
34039036700,"Westfield, NJ",72805
36047016800,"Kings County, NY",72798
17031804201,"Barrington, IL",72795
48113007604,"North Dallas, Dallas, TX",72793
6073009504,"Scripps Ranch, San Diego, CA",72793
36087011101,"Valley Cottage, NY",72768
48201542500,"Williamsburg Settlement, Katy, TX",72764
42003140100,"Squirrel Hill North, Pittsburgh, PA",72754
36085015601,"Richmond County, NY",72745
37183053603,"Cary, NC",72742
36103110801,"Northport, NY",72741
25009254302,"Andover, MA",72737
51059480401,"Great Falls, VA",72735
38017010307,"Rose Creek, Fargo, ND",72732
8005006712,"Greenwood Village, CO",72731
51059432401,"Burke, VA",72728
48201450200,"Memorial, Houston, TX",72726
34007606100,"Haddonfield, NJ",72724
22071012000,"Audubon, New Orleans, LA",72722
17031801000,"Wilmette, IL",72719
39061023100,"Cincinnati, OH",72718
12071050307,"Bonita Springs, FL",72717
17031805702,"Park Ridge, IL",72717
17197881007,"Homer Glen, IL",72716
38059020500,"New Salem, ND",72711
42003474202,"Upper Saint Clair, PA",72704
42029302703,"West Chester, PA",72703
27053027201,"Orono, MN",72690
34027043302,"Morristown, NJ",72684
6061020606,"Granite Bay, CA",72682
29189217841,"Chesterfield, MO",72679
36079011900,"Brewster, NY",72679
34013016100,"Upper Montclair, Montclair, NJ",72676
17043842708,"Glen Ellyn, IL",72662
36047064400,"Kings County, NY",72658
36041950100,"Long Lake, NY",72652
1073012911,"Vestavia Hills, AL",72651
36059411301,"Valley Stream, NY",72635
36081129102,"Queens County, NY",72630
36085013800,"Richmond County, NY",72612
36059302000,"Roslyn, NY",72605
47187050305,"Brentwood, TN",72600
21111010316,"Lake Forest, Louisville, KY",72600
13067030337,"Marietta, GA",72595
42045409803,"Wayne, PA",72589
39061004800,"Mount Lookout, Cincinnati, OH",72588
36103135301,"Smithtown, NY",72584
37081010404,"Old Irving Park, Greensboro, NC",72580
48029191816,"Far North Central, San Antonio, TX",72578
55133201202,"Black Forest Knoll, Brookfield, WI",72570
55025000205,"Madison, WI",72561
8037000402,"Edwards, CO",72558
17031804106,"Palatine, IL",72557
34013021803,"West Caldwell, NJ",72552
40109108529,"Northwest Oklahoma City, Oklahoma City, OK",72535
36119014811,"Yorktown Heights, NY",72534
48339691200,"Panther Creek, Spring, TX",72533
42017105208,"Newtown, PA",72530
20091053203,"Deer Creek, Leawood, KS",72524
25017374200,"Newton Highlands, Newton, MA",72524
39049009000,"Bullitt Park, Columbus, OH",72514
36103146902,"West Islip, NY",72510
9001030400,"Darien, CT",72507
27163070301,"Saint Paul, MN",72502
34027046202,"Long Valley, Washington Township, NJ",72502
34027042302,"Morris Plains, NJ",72498
39041011411,"Dublin, OH",72492
34003049002,"River Vale, NJ",72488
34023000603,"Piscataway Township, NJ",72479
17097864518,"Buffalo Grove, IL",72479
36059408000,"East Meadow, NY",72476
40109108507,"Central Oklahoma City, Oklahoma City, OK",72473
11001000801,"Northwest Washington, Washington, DC",72459
6075013200,"Pacific Heights, San Francisco, CA",72454
12099007011,"Boca Raton, FL",72450
27053024006,"Minneapolis, MN",72434
48201412500,"Southwest Houston, Houston, TX",72432
6037670326,"Palos Verdes Estates, CA",72431
29189215302,"Frontenac, MO",72426
36059415700,"Wantagh, NY",72425
27019090402,"Victoria, MN",72424
42003477200,"Pittsburgh, PA",72419
34003042301,"Paramus, NJ",72418
9001010101,"Greenwich, CT",72408
36081142900,"Queens County, NY",72403
9003466202,"West Simsbury, Simsbury, CT",72398
26161403100,"Wines, Ann Arbor, MI",72397
8005006857,"Greenwood Village, CO",72394
36119012700,"Bedford, NY",72392
48157673901,"New Territory, Sugar Land, TX",72389
37119003007,"Montibello, Charlotte, NC",72386
36085015602,"Richmond County, NY",72385
34035053706,"Somerset County, NJ",72382
17043846208,"Naperville, IL",72382
27053027504,"Excelsior, MN",72381
48085031706,"Far North Dallas, Dallas, TX",72374
24005410200,"Phoenix, MD",72373
36059404700,"New Hyde Park, NY",72373
36081157901,"Queens County, NY",72364
6075030600,"Forest Hill Extension, San Francisco, CA",72364
51087200109,"Richmond, VA",72360
6013346101,"Walnut Creek, CA",72360
45019002104,"Kiawah Island, SC",72351
42011010904,"Reading, PA",72345
53033024903,"Somerset, Bellevue, WA",72345
44007003602,"College Hill, Providence, RI",72339
48029121908,"San Antonio, TX",72338
17031823903,"Palos Park, IL",72337
18141011403,"Granger, IN",72337
40109108109,"Edmond, OK",72328
25009209200,"Lynnfield, MA",72325
51059440300,"Annandale, VA",72317
48085031664,"Deerfield, Plano, TX",72313
36059520002,"Bethpage, NY",72312
24031701006,"Rockville, MD",72300
26125191300,"Rochester, MI",72300
25017332100,"Burlington, MA",72294
9001245600,"Ridgefield, CT",72293
18141011304,"Granger, IN",72293
55079090700,"Wauwatosa, WI",72293
6085507904,"Lynbrook, San Jose, CA",72292
34013021300,"Cedar Grove, NJ",72285
48157673001,"Cinco Ranch North Lake Village, Katy, TX",72280
17097864516,"Buffalo Grove, IL",72263
25025130300,"West Roxbury, Boston, MA",72246
26125156300,"West Bloomfield Township, MI",72245
42101000803,"Center City, Philadelphia, PA",72244
42003410000,"Bradford Woods, PA",72241
36081092200,"Queens County, NY",72240
51059470600,"McLean, VA",72234
51107611025,"Brambleton, VA",72225
53061050600,"Woodway, WA",72212
22071009000,"Garden District, New Orleans, LA",72210
24031704300,"Kensington, MD",72208
51059460400,"Tysons, VA",72190
42091203105,"Lafayette Hill, PA",72164
42017104901,"Jamison, PA",72163
6085511914,"Almaden, San Jose, CA",72157
36119014808,"Yorktown Heights, NY",72147
34021004307,"West Windsor Township, NJ",72146
38035011100,"Grand Forks, ND",72145
27053025905,"West Bloomington, Minneapolis, MN",72143
48453001719,"Cat Mountain Villas, Austin, TX",72141
48201251502,"Kingwood, Houston, TX",72140
6081609603,"San Carlos, CA",72139
51107611010,"Leesburg, VA",72123
6081613200,"Central Portola Valley, Portola Valley, CA",72122
6085502601,"Central San Jose, San Jose, CA",72114
42101035602,"Bustleton, Philadelphia, PA",72113
17097864410,"Lake Zurich, IL",72113
27053026610,"Plymouth, MN",72110
36087010804,"New City, NY",72106
36085019700,"Richmond County, NY",72102
36085013201,"Richmond County, NY",72101
25027741102,"Southborough, MA",72094
25021442201,"Franklin, MA",72090
26125137700,"Northville, MI",72089
36079011300,"Mahopac, NY",72088
42091200310,"Huntingdon Valley, Willow Grove, PA",72083
34029714400,"Mantoloking, NJ",72065
34003017400,"Fair Lawn, NJ",72062
34013020300,"Essex County, NJ",72061
24031704100,"Kensington, MD",72057
34027040801,"Montville, NJ",72052
17031823605,"Palos Heights, IL",72049
51059491101,"Centreville, VA",72049
36061014200,"Upper East Side, New York, NY",72045
47187050404,"Franklin, TN",72037
34027041901,"East Hanover, NJ",72037
17197883515,"Butternut Creek Woods, Frankfort, IL",72033
36103147802,"Sayville, NY",72033
38033962900,"Beach, ND",72030
36029009007,"Buffalo, NY",72029
31055007448,"West Omaha, Omaha, NE",72020
42101023100,"Chestnut Hill, Philadelphia, PA",72007
29095008400,"Country Club District, Kansas City, MO",72006
42045410000,"Delaware County, PA",72004
36081133900,"Queens County, NY",72004
36119012502,"South Salem, NY",72003
34027042800,"Chatham, NJ",71979
17019001206,"Champaign, IL",71972
51059432300,"Burke, VA",71960
36029013502,"Orchard Park, NY",71959
36103134904,"Smithtown, NY",71949
26125168400,"Northville, MI",71948
18057110908,"Carmel, IN",71946
34027046201,"Hackettstown, NJ",71946
42017104304,"New Hope, PA",71944
17043846313,"Naperville, IL",71943
20173010110,"Wichita, KS",71942
24031705502,"Chevy Chase, MD",71931
25017357200,"Belmont, MA",71926
34013020200,"Essex County, NJ",71923
42017104506,"Doylestown, PA",71919
36119014903,"Westchester County, NY",71917
53033032214,"Sammamish, WA",71914
34005704014,"Evesham Township, NJ",71912
25021402500,"Dedham, MA",71910
36055012305,"Pittsford, NY",71886
36091062508,"Saratoga County, NY",71873
48309000300,"Waco, TX",71871
9001205200,"Brookfield, CT",71871
